(4.70000, 0.04000, 4.50000)
(4.70980, 0.05000, 4.50000)
(4.72305, 0.05000, 4.50000)
(4.72881, 0.05000, 4.50000)
(4.73621, 0.05000, 4.50000)
(4.74326, 0.05000, 4.50000)
(4.74928, 0.05000, 4.50000)
(4.75586, 0.05000, 4.50000)
(4.76189, 0.05000, 4.50000)
(4.76738, 0.05000, 4.50000)
(4.77441, 0.05000, 4.50000)
(4.77967, 0.05000, 4.50000)
(4.78703, 0.05000, 4.50000)
(4.79398, 0.05000, 4.50000)
(4.80317, 0.05000, 4.50000)
(4.80969, 0.05000, 4.50000)
(4.81691, 0.05000, 4.50000)
(4.82365, 0.05000, 4.50000)
(4.83113, 0.05000, 4.50000)
(4.83757, 0.05000, 4.50000)
(4.84504, 0.05000, 4.50000)
(4.85163, 0.05000, 4.50000)
(4.85923, 0.05000, 4.50000)
(4.86536, 0.05000, 4.50000)
(4.87212, 0.05000, 4.50000)
(4.87825, 0.05000, 4.50000)
(4.88634, 0.05000, 4.50000)
(4.89251, 0.05000, 4.50000)
(4.89999, 0.05000, 4.50000)
(4.90632, 0.05000, 4.50000)
(4.91452, 0.05000, 4.50000)
(4.92067, 0.05000, 4.50000)
(4.92855, 0.05000, 4.50000)
(4.93454, 0.05000, 4.50000)
(4.94195, 0.05000, 4.50000)
(4.94775, 0.05000, 4.50000)
(4.95618, 0.05000, 4.50000)
(4.96224, 0.05000, 4.50000)
(4.96894, 0.05000, 4.50000)
(4.97470, 0.05000, 4.50000)
(4.98171, 0.05000, 4.50000)
(4.98849, 0.05000, 4.50000)
(4.99516, 0.05000, 4.50000)
(5.00118, 0.05000, 4.50000)
(5.00891, 0.05000, 4.50000)
(5.01479, 0.05000, 4.50000)
(5.02258, 0.05000, 4.50000)
(5.02868, 0.05000, 4.50000)
(5.03601, 0.05000, 4.50000)
(5.04210, 0.05000, 4.50000)
(5.04933, 0.05000, 4.50000)
(5.05557, 0.05000, 4.50000)
(5.06355, 0.05000, 4.50000)
(5.06996, 0.05000, 4.50000)
(5.07575, 0.05000, 4.50000)
(5.08281, 0.05000, 4.50000)
(5.08982, 0.05000, 4.50000)
(5.09576, 0.05000, 4.50000)
(5.10095, 0.05000, 4.50000)
(5.10876, 0.05000, 4.50000)
(5.11414, 0.05000, 4.50000)
(5.12022, 0.05000, 4.50000)
(5.12575, 0.05000, 4.50000)
(5.13218, 0.05000, 4.50000)
(5.13905, 0.05000, 4.50000)
(5.14522, 0.05000, 4.50000)
(5.15157, 0.05000, 4.50000)
(5.15760, 0.05000, 4.50000)
(5.16555, 0.05000, 4.50000)
(5.17188, 0.05000, 4.50000)
(5.17916, 0.05000, 4.50000)
(5.18475, 0.05000, 4.50000)
(5.19201, 0.05000, 4.50000)
(5.19756, 0.05000, 4.50000)
(5.20523, 0.05000, 4.50000)
(5.21051, 0.05000, 4.50000)
(5.21791, 0.05000, 4.50000)
(5.22493, 0.05000, 4.50000)
(5.23130, 0.05000, 4.50000)
(5.23715, 0.05000, 4.50000)
(5.24327, 0.05000, 4.50000)
(5.24953, 0.05000, 4.50000)
(5.25559, 0.05000, 4.50000)
(5.26215, 0.05000, 4.50000)
(5.26793, 0.05000, 4.50000)
(5.27376, 0.05000, 4.50000)
(5.27916, 0.05000, 4.50000)
(5.28432, 0.05000, 4.50000)
(5.28985, 0.05000, 4.50000)
(5.29538, 0.05000, 4.50000)
(5.30195, 0.05000, 4.50000)
(5.30834, 0.05000, 4.50000)
(5.31414, 0.05000, 4.50000)
(5.31966, 0.05000, 4.50000)
(5.32497, 0.05000, 4.50000)
(5.33049, 0.05000, 4.50000)
(5.33596, 0.05000, 4.50000)
(5.34186, 0.05000, 4.50000)
(5.34765, 0.05000, 4.50000)
(5.35362, 0.05000, 4.50000)
(5.35911, 0.05000, 4.50000)
(5.36417, 0.05000, 4.50000)
(5.36992, 0.05000, 4.50000)
(5.37577, 0.05000, 4.50000)
(5.38148, 0.05000, 4.50000)
(5.38711, 0.05000, 4.50000)
(5.39216, 0.05000, 4.50000)
(5.39759, 0.05000, 4.50000)
(5.41216, 0.05000, 4.50000)
(5.41880, 0.05000, 4.50000)
(5.42455, 0.05000, 4.50000)
(5.43023, 0.05000, 4.50000)
(5.43523, 0.05000, 4.50000)
(5.44062, 0.05000, 4.50000)
(5.44567, 0.05000, 4.50000)
(5.45096, 0.05000, 4.50000)
(5.45793, 0.05000, 4.50000)
(5.46404, 0.05000, 4.50000)
(5.47032, 0.05000, 4.50000)
(5.47557, 0.05000, 4.50000)
(5.48109, 0.05000, 4.50000)
(5.48647, 0.05000, 4.50000)
(5.49177, 0.05000, 4.50000)
(5.49794, 0.05000, 4.50000)
(5.50382, 0.05000, 4.50000)
(5.50963, 0.05000, 4.50000)
(5.51542, 0.05000, 4.50000)
(5.52119, 0.05000, 4.50000)
(5.52705, 0.05000, 4.50000)
(5.53264, 0.05000, 4.50000)
(5.53828, 0.05000, 4.50000)
(5.54419, 0.05000, 4.50000)
(5.55054, 0.05000, 4.50000)
(5.55671, 0.05000, 4.50000)
(5.56212, 0.05000, 4.50000)
(5.56785, 0.05000, 4.50000)
(5.57428, 0.05000, 4.50000)
(5.58068, 0.05000, 4.50000)
(5.58655, 0.05000, 4.50000)
(5.59338, 0.05000, 4.50000)
(5.59949, 0.05000, 4.50000)
(5.60543, 0.05000, 4.50000)
(5.61113, 0.05000, 4.50000)
(5.61697, 0.05000, 4.50000)
(5.62241, 0.05000, 4.50000)
(5.62760, 0.05000, 4.50000)
(5.63297, 0.05000, 4.50000)
(5.63826, 0.05000, 4.50000)
(5.64375, 0.05000, 4.50000)
(5.64989, 0.05000, 4.50000)
(5.65561, 0.05000, 4.50000)
(5.66142, 0.05000, 4.50000)
(5.66714, 0.05000, 4.50000)
(5.67304, 0.05000, 4.50000)
(5.67873, 0.05000, 4.50000)
(5.68416, 0.05000, 4.50000)
(5.68986, 0.05000, 4.50000)
(5.69516, 0.05000, 4.50000)
(5.70022, 0.05000, 4.50000)
(5.70586, 0.05000, 4.50000)
(5.71110, 0.05000, 4.50000)
(5.71706, 0.05000, 4.50000)
(5.72273, 0.05000, 4.50000)
(5.72858, 0.05000, 4.50000)
(5.73411, 0.05000, 4.50000)
(5.73933, 0.05000, 4.50000)
(5.74501, 0.05000, 4.50000)
(5.75022, 0.05000, 4.50000)
(5.75591, 0.05000, 4.50000)
(5.76133, 0.05000, 4.50000)
(5.76668, 0.05000, 4.50000)
(5.77201, 0.05000, 4.50000)
(5.77733, 0.05000, 4.50000)
(5.78262, 0.05000, 4.50000)
(5.78795, 0.05000, 4.50000)
(5.79340, 0.05000, 4.50000)
(5.79962, 0.05000, 4.50000)
(5.80569, 0.05000, 4.50000)
(5.81105, 0.05000, 4.50000)
(5.81663, 0.05000, 4.50000)
(5.82181, 0.05000, 4.50000)
(5.82716, 0.05000, 4.50000)
(5.83249, 0.05000, 4.50000)
(5.83870, 0.05000, 4.50000)
(5.84529, 0.05000, 4.50000)
(5.85109, 0.05000, 4.50000)
(5.85728, 0.05000, 4.50000)
(5.86264, 0.05000, 4.50000)
(5.86829, 0.05000, 4.50000)
(5.87374, 0.05000, 4.50000)
(5.88020, 0.05000, 4.50000)
(5.88631, 0.05000, 4.50000)
(5.89200, 0.05000, 4.50000)
(5.89793, 0.05000, 4.50000)
(5.90381, 0.05000, 4.50000)
(5.90986, 0.05000, 4.50000)
(5.91597, 0.05000, 4.50000)
(5.92179, 0.05000, 4.50000)
(5.92731, 0.05000, 4.50000)
(5.93255, 0.05000, 4.50000)
(5.93827, 0.05000, 4.50000)
(5.94360, 0.05000, 4.50000)
(5.94923, 0.05000, 4.50000)
(5.95704, 0.05091, 4.50000)
(5.96258, 0.05166, 4.50000)
(5.96863, 0.05236, 4.50000)
(5.97437, 0.05290, 4.50000)
(5.98022, 0.05335, 4.50000)
(5.98599, 0.05367, 4.50000)
(5.99238, 0.05390, 4.50000)
(5.99815, 0.05399, 4.50000)
(6.00471, 0.05400, 4.50000)
(6.01076, 0.05400, 4.50000)
(6.01620, 0.05400, 4.50000)
(6.02229, 0.05400, 4.50000)
(6.02818, 0.05400, 4.50000)
(6.03382, 0.05400, 4.50000)
(6.03936, 0.05400, 4.50000)
(6.04455, 0.05400, 4.50000)
(6.05046, 0.05400, 4.50000)
(6.05636, 0.05400, 4.50000)
(6.06204, 0.05400, 4.50000)
(6.06844, 0.05400, 4.50000)
(6.07382, 0.05400, 4.50000)
(6.07930, 0.05400, 4.50000)
(6.08477, 0.05400, 4.50000)
(6.09032, 0.05400, 4.50000)
(6.09596, 0.05400, 4.50000)
(6.10153, 0.05400, 4.50000)
(6.10816, 0.05400, 4.50000)
(6.11384, 0.05400, 4.50000)
(6.11961, 0.05400, 4.50000)
(6.12551, 0.05400, 4.50000)
(6.13138, 0.05400, 4.50000)
