(4.69445, 0.05000, 4.50000)
(4.70415, 0.05000, 4.50000)
(4.71046, 0.05000, 4.50000)
(4.71643, 0.05000, 4.50000)
(4.72216, 0.05000, 4.50000)
(4.72876, 0.05000, 4.50000)
(4.73509, 0.05000, 4.50000)
(4.74313, 0.05000, 4.50000)
(4.75030, 0.05000, 4.50000)
(4.75685, 0.05000, 4.50000)
(4.76332, 0.05000, 4.50000)
(4.76975, 0.05000, 4.50000)
(4.77791, 0.05000, 4.50000)
(4.78502, 0.05000, 4.50000)
(4.79141, 0.05000, 4.50000)
(4.79807, 0.05000, 4.50000)
(4.80464, 0.05000, 4.50000)
(4.81108, 0.05000, 4.50000)
(4.81713, 0.05000, 4.50000)
(4.82344, 0.05000, 4.50000)
(4.82953, 0.05000, 4.50000)
(4.83532, 0.05000, 4.50000)
(4.84180, 0.05000, 4.50000)
(4.84800, 0.05000, 4.50000)
(4.86036, 0.05000, 4.50000)
(4.86691, 0.05000, 4.50000)
(4.87284, 0.05000, 4.50000)
(4.87871, 0.05000, 4.50000)
(4.88486, 0.05000, 4.50000)
(4.89080, 0.05000, 4.50000)
(4.89752, 0.05000, 4.50000)
(4.90365, 0.05000, 4.50000)
(4.90937, 0.05000, 4.50000)
(4.91507, 0.05000, 4.50000)
(4.92096, 0.05000, 4.50000)
(4.92673, 0.05000, 4.50000)
(4.93206, 0.05000, 4.50000)
(4.93799, 0.05000, 4.50000)
(4.94347, 0.05000, 4.50000)
(4.94918, 0.05000, 4.50000)
(4.95552, 0.05000, 4.50000)
(4.96133, 0.05000, 4.50000)
(4.96714, 0.05000, 4.50000)
(4.97252, 0.05000, 4.50000)
(4.97865, 0.05000, 4.50000)
(4.98409, 0.05000, 4.50000)
(4.98975, 0.05000, 4.50000)
(4.99563, 0.05000, 4.50000)
(5.00109, 0.05000, 4.50000)
(5.00717, 0.05000, 4.50000)
(5.01326, 0.05000, 4.50000)
(5.01887, 0.05000, 4.50000)
(5.02473, 0.05000, 4.50000)
(5.03033, 0.05000, 4.50000)
(5.03671, 0.05000, 4.50000)
(5.04245, 0.05000, 4.50000)
(5.05622, 0.05000, 4.50000)
(5.06320, 0.05000, 4.50000)
(5.06909, 0.05000, 4.50000)
(5.07532, 0.05000, 4.50000)
(5.08117, 0.05000, 4.50000)
(5.08694, 0.05000, 4.50000)
(5.09306, 0.05000, 4.50000)
(5.09853, 0.05000, 4.50000)
(5.10456, 0.05000, 4.50000)
(5.10971, 0.05000, 4.50000)
(5.11521, 0.05000, 4.50000)
(5.12083, 0.05000, 4.50000)
(5.12648, 0.05000, 4.50000)
(5.13240, 0.05000, 4.50000)
(5.13762, 0.05000, 4.50000)
(5.14263, 0.05000, 4.50000)
(5.14788, 0.05000, 4.50000)
(5.15393, 0.05000, 4.50000)
(5.15973, 0.05000, 4.50000)
(5.16501, 0.05000, 4.50000)
(5.17008, 0.05000, 4.50000)
(5.17525, 0.05000, 4.50000)
(5.18043, 0.05000, 4.50000)
(5.18561, 0.05000, 4.50000)
(5.19146, 0.05000, 4.50000)
(5.19682, 0.05000, 4.50000)
(5.20239, 0.05000, 4.50000)
(5.20771, 0.05000, 4.50000)
(5.21316, 0.05000, 4.50000)
(5.21835, 0.05000, 4.50000)
(5.22335, 0.05000, 4.50000)
(5.22904, 0.05000, 4.50000)
(5.23460, 0.05000, 4.50000)
(5.24012, 0.05000, 4.50000)
(5.24563, 0.05000, 4.50000)
(5.25091, 0.05000, 4.50000)
(5.25682, 0.05000, 4.50000)
(5.26211, 0.05000, 4.50000)
(5.26812, 0.05000, 4.50000)
(5.27413, 0.05000, 4.50000)
(5.27999, 0.05000, 4.50000)
(5.28573, 0.05000, 4.50000)
(5.29219, 0.05000, 4.50000)
(5.29801, 0.05000, 4.50000)
(5.30392, 0.05000, 4.50000)
(5.30985, 0.05000, 4.50000)
(5.31573, 0.05000, 4.50000)
(5.32085, 0.05000, 4.50000)
(5.32627, 0.05000, 4.50000)
(5.33140, 0.05000, 4.50000)
(5.33656, 0.05000, 4.50000)
(5.34226, 0.05000, 4.50000)
(5.34822, 0.05000, 4.50000)
(5.35446, 0.05000, 4.50000)
(5.35976, 0.05000, 4.50000)
(5.36475, 0.05000, 4.50000)
(5.37007, 0.05000, 4.50000)
(5.37561, 0.05000, 4.50000)
(5.38116, 0.05000, 4.50000)
(5.38687, 0.05000, 4.50000)
(5.39214, 0.05000, 4.50000)
(5.39772, 0.05000, 4.50000)
(5.40325, 0.05000, 4.50000)
(5.40839, 0.05000, 4.50000)
(5.41464, 0.05000, 4.50000)
(5.41979, 0.05000, 4.50000)
(5.42559, 0.05000, 4.50000)
(5.43109, 0.05000, 4.50000)
(5.43684, 0.05000, 4.50000)
(5.44238, 0.05000, 4.50000)
(5.44775, 0.05000, 4.50000)
(5.45392, 0.05000, 4.50000)
(5.45894, 0.05000, 4.50000)
(5.46477, 0.05000, 4.50000)
(5.47060, 0.05000, 4.50000)
(5.48333, 0.05000, 4.50000)
(5.49002, 0.05000, 4.50000)
(5.49600, 0.05000, 4.50000)
(5.50165, 0.05000, 4.50000)
(5.50786, 0.05000, 4.50000)
(5.51444, 0.05000, 4.50000)
(5.52025, 0.05000, 4.50000)
(5.52561, 0.05000, 4.50000)
(5.53054, 0.05000, 4.50000)
(5.53580, 0.05000, 4.50000)
(5.54122, 0.05000, 4.50000)
(5.54674, 0.05000, 4.50000)
(5.55257, 0.05000, 4.50000)
(5.55750, 0.05000, 4.50000)
(5.56371, 0.05000, 4.50000)
(5.56887, 0.05000, 4.50000)
(5.57438, 0.05000, 4.50000)
(5.57991, 0.05000, 4.50000)
(5.58500, 0.05000, 4.50000)
(5.59061, 0.05000, 4.50000)
(5.59580, 0.05000, 4.50000)
(5.60102, 0.05000, 4.50000)
(5.60729, 0.05000, 4.50000)
(5.61221, 0.05000, 4.50000)
(5.61819, 0.05000, 4.50000)
(5.62380, 0.05000, 4.50000)
(5.62913, 0.05000, 4.50000)
(5.63470, 0.05000, 4.50000)
(5.63987, 0.05000, 4.50000)
(5.64532, 0.05000, 4.50000)
(5.65059, 0.05000, 4.50000)
(5.65666, 0.05000, 4.50000)
(5.67037, 0.05000, 4.50000)
(5.67649, 0.05000, 4.50000)
(5.68191, 0.05000, 4.50000)
(5.68782, 0.05000, 4.50000)
(5.69314, 0.05000, 4.50000)
(5.69862, 0.05000, 4.50000)
(5.70469, 0.05000, 4.50000)
(5.71008, 0.05000, 4.50000)
(5.71581, 0.05000, 4.50000)
(5.72114, 0.05000, 4.50000)
(5.72647, 0.05000, 4.50000)
(5.73211, 0.05000, 4.50000)
(5.73727, 0.05000, 4.50000)
(5.74247, 0.05000, 4.50000)
(5.74762, 0.05000, 4.50000)
(5.75310, 0.05000, 4.50000)
(5.75855, 0.05000, 4.50000)
(5.76419, 0.05000, 4.50000)
(5.77106, 0.05000, 4.50000)
(5.77659, 0.05000, 4.50000)
(5.78224, 0.05000, 4.50000)
(5.78905, 0.05000, 4.50000)
(5.79489, 0.05000, 4.50000)
(5.80045, 0.05000, 4.50000)
(5.80648, 0.05000, 4.50000)
(5.81218, 0.05000, 4.50000)
(5.81741, 0.05000, 4.50000)
(5.82261, 0.05000, 4.50000)
(5.82842, 0.05000, 4.50000)
(5.83417, 0.05000, 4.50000)
(5.84001, 0.05000, 4.50000)
(5.84593, 0.05000, 4.50000)
(5.85177, 0.05000, 4.50000)
(5.85776, 0.05000, 4.50000)
(5.86328, 0.05000, 4.50000)
(5.86865, 0.05000, 4.50000)
(5.87397, 0.05000, 4.50000)
(5.87943, 0.05000, 4.50000)
(5.88489, 0.05000, 4.50000)
(5.89002, 0.05000, 4.50000)
(5.89549, 0.05000, 4.50000)
(5.90073, 0.05000, 4.50000)
(5.90654, 0.05000, 4.50000)
(5.91244, 0.05000, 4.50000)
(5.91813, 0.05000, 4.50000)
(5.92422, 0.05000, 4.50000)
(5.92986, 0.05000, 4.50000)
(5.93587, 0.05000, 4.50000)
(5.94177, 0.05000, 4.50000)
(5.94716, 0.05000, 4.50000)
(5.95297, 0.05000, 4.50000)
(5.95832, 0.05000, 4.50000)
(5.96432, 0.05000, 4.50000)
(5.96979, 0.05000, 4.50000)
(5.97518, 0.05000, 4.50000)
(5.98081, 0.05000, 4.50000)
(5.98594, 0.05000, 4.50000)
(5.99138, 0.05000, 4.50000)
(5.99705, 0.05000, 4.50000)
(6.00296, 0.05000, 4.50000)
(6.00846, 0.05000, 4.50000)
(6.01382, 0.05000, 4.50000)
(6.01939, 0.05000, 4.50000)
(6.02479, 0.05000, 4.50000)
(6.02987, 0.05000, 4.50000)
(6.03580, 0.05000, 4.50000)
(6.04161, 0.05000, 4.50000)
(6.05381, 0.05000, 4.50000)
(6.06052, 0.05000, 4.50000)
(6.06630, 0.05000, 4.50000)
(6.07173, 0.05000, 4.50000)
(6.07760, 0.05000, 4.50000)
(6.08307, 0.05000, 4.50000)
(6.08826, 0.05000, 4.50000)
(6.09354, 0.05000, 4.50000)
(6.09852, 0.05000, 4.50000)
(6.10459, 0.05000, 4.50000)
(6.10976, 0.05000, 4.50000)
(6.11549, 0.05000, 4.50000)
(6.12120, 0.05000, 4.50000)
(6.12639, 0.05000, 4.50000)
(6.13182, 0.05000, 4.50000)
(6.13732, 0.05000, 4.50000)
(6.14274, 0.05000, 4.50000)
